T001;Giường;;;;;;;;;;;;;;;;;
T002;Giường;;;;;;;;;;;;;;;;;
T003;Ghế;;;;;;;;;;;;;;;;;
T004;Giường;;;;;;;;;;;;;;;;;
T005;Giường;;;;;;;;;;;;;;;;;
T006;Giường;;;;;;;;;;;;;;;;;
T007;Ghế;;;;;;;;;;;;;;;;;
T008;Ghế;;;;;;;;;;;;;;;;;
T009;Limousine;;;;;;;;;;;;;;;;;
T010;Limousine;;;;;;;;;;;;;;;;;
T011;Limousine;;;;;;;;;;;;;;;;;
T012;Limousine;;;;;;;;;;;;;;;;;
T013;Limousine;;;;;;;;;;;;;;;;;
T014;Limousine;;;;;;;;;;;;;;;;;
T015;Giường;;;;;;;;;;;;;;;;;
T016;Giường;;;;;;;;;;;;;;;;;
T017;Giường;;;;;;;;;;;;;;;;;
T018;Giường;;;;;;;;;;;;;;;;;
T019;Giường;;;;;;;;;;;;;;;;;
T020;Giường;;;;;;;;;;;;;;;;;
T021;Limousine;;;;;;;;;;;;;;;;;
T022;Limousine;;;;;;;;;;;;;;;;;
T023;Ghế;;;;;;;;;;;;;;;;;
T024;Giường;;;;;;;;;;;;;;;;;
T025;Giường;;;;;;;;;;;;;;;;;
T026;Giường;;;;;;;;;;;;;;;;;
T027;Giường;;;;;;;;;;;;;;;;;
T028;Giường;;;;;;;;;;;;;;;;;
T029;Giường;;;;;;;;;;;;;;;;;
T030;Giường;;;;;;;;;;;;;;;;;
T031;Ghế;;;;;;;;;;;;;;;;;
T032;Ghế;;;;;;;;;;;;;;;;;
T033;Giường;;;;;;;;;;;;;;;;;
T034;Giường;;;;;;;;;;;;;;;;;
T035;Giường;;;;;;;;;;;;;;;;;
T036;Ghế;;;;;;;;;;;;;;;;;
T037;Limousine;;;;;;;;;;;;;;;;;
T038;Ghế;;;;;;;;;;;;;;;;;
T039;Limousine;;;;;;;;;;;;;;;;;
T040;Giường;;;;;;;;;;;;;;;;;
T041;Giường;;;;;;;;;;;;;;;;;
T042;Ghế;;;;;;;;;;;;;;;;;
T043;Giường;;;;;;;;;;;;;;;;;
T044;Giường;;;;;;;;;;;;;;;;;
T045;Giường;;;;;;;;;;;;;;;;;
T046;Giường;;;;;;;;;;;;;;;;;
T047;Ghế;;;;;;;;;;;;;;;;;
T048;Limousine;;;;;;;;;;;;;;;;;
T049;Giường;;;;;;;;;;;;;;;;;
T050;Limousine;;;;;;;;;;;;;;;;;
T051;Limousine;;;;;;;;;;;;;;;;;
T052;Giường;;;;;;;;;;;;;;;;;
T053;Giường;;;;;;;;;;;;;;;;;
T054;Giường;;;;;;;;;;;;;;;;;
T055;Limousine;;;;;;;;;;;;;;;;;
T056;Giường;;;;;;;;;;;;;;;;;
T057;Giường;;;;;;;;;;;;;;;;;
T058;Giường;;;;;;;;;;;;;;;;;
T059;Giường;;;;;;;;;;;;;;;;;
T060;Giường;;;;;;;;;;;;;;;;;
T061;Giường;;;;;;;;;;;;;;;;;
T062;Giường;;;;;;;;;;;;;;;;;
T063;Giường;;;;;;;;;;;;;;;;;
T064;Giường;;;;;;;;;;;;;;;;;
T065;Giường;;;;;;;;;;;;;;;;;
T066;Giường;;;;;;;;;;;;;;;;;
T067;Giường;;;;;;;;;;;;;;;;;
T068;Giường;;;;;;;;;;;;;;;;;
T069;Giường;;;;;;;;;;;;;;;;;
T070;Limousine;;;;;;;;;;;;;;;;;
T071;Giường;;;;;;;;;;;;;;;;;
T072;Giường;;;;;;;;;;;;;;;;;
T073;Giường;;;;;;;;;;;;;;;;;
T074;Giường;;;;;;;;;;;;;;;;;
T075;Ghế;;;;;;;;;;;;;;;;;
T076;Limousine;;;;;;;;;;;;;;;;;
T077;Ghế;;;;;;;;;;;;;;;;;
T078;Giường;;;;;;;;;;;;;;;;;
T079;Giường;;;;;;;;;;;;;;;;;
T080;Giường;;;;;;;;;;;;;;;;;
T081;Giường;;;;;;;;;;;;;;;;;
T082;Giường;;;;;;;;;;;;;;;;;
T083;Giường;;;;;;;;;;;;;;;;;
T084;Giường;;;;;;;;;;;;;;;;;
T085;Ghế;;;;;;;;;;;;;;;;;
T086;Giường;;;;;;;;;;;;;;;;;
T087;Ghế;;;;;;;;;;;;;;;;;
T088;Giường;;;;;;;;;;;;;;;;;
T089;Giường;;;;;;;;;;;;;;;;;
T090;Giường;;;;;;;;;;;;;;;;;
T091;Giường;;;;;;;;;;;;;;;;;
T092;Ghế;;;;;;;;;;;;;;;;;
T093;Giường;;;;;;;;;;;;;;;;;
T094;Ghế;;;;;;;;;;;;;;;;;
T095;Ghế;;;;;;;;;;;;;;;;;
T096;Giường;;;;;;;;;;;;;;;;;
T097;Giường;;;;;;;;;;;;;;;;;
T098;Limousine;;;;;;;;;;;;;;;;;
T099;Giường;;;;;;;;;;;;;;;;;
T100;Giường;;;;;;;;;;;;;;;;;
T101;Limousine;;;;;;;;;;;;;;;;;
T102;Limousine;;;;;;;;;;;;;;;;;
T103;Giường;;;;;;;;;;;;;;;;;
T104;Giường;;;;;;;;;;;;;;;;;
T105;Limousine;;;;;;;;;;;;;;;;;
T106;Giường;;;;;;;;;;;;;;;;;
T107;Limousine;;;;;;;;;;;;;;;;;
T108;Giường;;;;;;;;;;;;;;;;;
T109;Giường;;;;;;;;;;;;;;;;;
T110;Giường;;;;;;;;;;;;;;;;;
T111;Giường;;;;;;;;;;;;;;;;;
T112;Giường;;;;;;;;;;;;;;;;;
T113;Giường;;;;;;;;;;;;;;;;;
T114;Giường;;;;;;;;;;;;;;;;;
T115;Giường;;;;;;;;;;;;;;;;;
T116;Giường;;;;;;;;;;;;;;;;;
T117;Giường;;;;;;;;;;;;;;;;;
T118;Giường;;;;;;;;;;;;;;;;;
T119;Limousine;;;;;;;;;;;;;;;;;
T120;Ghế;;;;;;;;;;;;;;;;;
T121;Ghế;;;;;;;;;;;;;;;;;
T122;Ghế;;;;;;;;;;;;;;;;;
T123;Giường;;;;;;;;;;;;;;;;;
T124;Giường;;;;;;;;;;;;;;;;;
T125;Giường;;;;;;;;;;;;;;;;;
T126;Ghế;;;;;;;;;;;;;;;;;
T127;Limousine;;;;;;;;;;;;;;;;;
T128;Ghế;;;;;;;;;;;;;;;;;
T129;Giường;;;;;;;;;;;;;;;;;
T130;Giường;;;;;;;;;;;;;;;;;
T131;Ghế;;;;;;;;;;;;;;;;;
T132;Giường;;;;;;;;;;;;;;;;;
T133;Giường;;;;;;;;;;;;;;;;;
T134;Giường;;;;;;;;;;;;;;;;;
T135;Giường;;;;;;;;;;;;;;;;;
T136;Limousine;;;;;;;;;;;;;;;;;
T137;Limousine;;;;;;;;;;;;;;;;;
T138;Limousine;;;;;;;;;;;;;;;;;
T139;Giường;;;;;;;;;;;;;;;;;
T140;Giường;;;;;;;;;;;;;;;;;
T141;Limousine;;;;;;;;;;;;;;;;;
T142;Giường;;;;;;;;;;;;;;;;;
T143;Giường;;;;;;;;;;;;;;;;;
T144;Giường;;;;;;;;;;;;;;;;;
T145;Giường;;;;;;;;;;;;;;;;;
T146;Limousine;;;;;;;;;;;;;;;;;
T147;Limousine;;;;;;;;;;;;;;;;;
T148;Limousine;;;;;;;;;;;;;;;;;
T149;Giường;;;;;;;;;;;;;;;;;
T150;Giường;;;;;;;;;;;;;;;;;
T151;Giường;;;;;;;;;;;;;;;;;
T152;Giường;;;;;;;;;;;;;;;;;
T153;Giường;;;;;;;;;;;;;;;;;
T154;Limousine;;;;;;;;;;;;;;;;;
T155;Ghế;;;;;;;;;;;;;;;;;
T156;Giường;;;;;;;;;;;;;;;;;
T157;Giường;;;;;;;;;;;;;;;;;
T158;Ghế;;;;;;;;;;;;;;;;;
T159;Giường;;;;;;;;;;;;;;;;;
T160;Giường;;;;;;;;;;;;;;;;;
T161;Giường;;;;;;;;;;;;;;;;;
T162;Giường;;;;;;;;;;;;;;;;;
T163;Ghế;;;;;;;;;;;;;;;;;
T164;Ghế;;;;;;;;;;;;;;;;;
T165;Giường;;;;;;;;;;;;;;;;;
T166;Ghế;;;;;;;;;;;;;;;;;
T167;Giường;;;;;;;;;;;;;;;;;
T168;Giường;;;;;;;;;;;;;;;;;
T169;Giường;;;;;;;;;;;;;;;;;
T170;Giường;;;;;;;;;;;;;;;;;
T171;Giường;;;;;;;;;;;;;;;;;
T172;Giường;;;;;;;;;;;;;;;;;
T173;Giường;;;;;;;;;;;;;;;;;
T174;Giường;;;;;;;;;;;;;;;;;
T175;Giường;;;;;;;;;;;;;;;;;
T176;Giường;;;;;;;;;;;;;;;;;
T177;Giường;;;;;;;;;;;;;;;;;
T178;Giường;;;;;;;;;;;;;;;;;
T179;Giường;;;;;;;;;;;;;;;;;
T180;Giường;;;;;;;;;;;;;;;;;
T181;Giường;;;;;;;;;;;;;;;;;
T182;Giường;;;;;;;;;;;;;;;;;
T183;Giường;;;;;;;;;;;;;;;;;
T184;Giường;;;;;;;;;;;;;;;;;
T185;Ghế;;;;;;;;;;;;;;;;;
T186;Giường;;;;;;;;;;;;;;;;;
T187;Giường;;;;;;;;;;;;;;;;;
T188;Giường;;;;;;;;;;;;;;;;;
T189;Giường;;;;;;;;;;;;;;;;;
T190;Giường;;;;;;;;;;;;;;;;;
T191;Limousine;;;;;;;;;;;;;;;;;
T192;Giường;;;;;;;;;;;;;;;;;
T193;Giường;;;;;;;;;;;;;;;;;
T194;Giường;;;;;;;;;;;;;;;;;
T195;Giường;;;;;;;;;;;;;;;;;
T196;Ghế;;;;;;;;;;;;;;;;;
T197;Giường;;;;;;;;;;;;;;;;;
T198;Giường;;;;;;;;;;;;;;;;;
T199;Giường;;;;;;;;;;;;;;;;;
T200;Ghế;;;;;;;;;;;;;;;;;
T201;Giường;;;;;;;;;;;;;;;;;
T202;Giường;;;;;;;;;;;;;;;;;
T203;Giường;;;;;;;;;;;;;;;;;
T204;Giường;;;;;;;;;;;;;;;;;
T205;Giường;;;;;;;;;;;;;;;;;
T206;Ghế;;;;;;;;;;;;;;;;;
T207;Giường;;;;;;;;;;;;;;;;;
T208;Giường;;;;;;;;;;;;;;;;;
T209;Giường;;;;;;;;;;;;;;;;;
T210;Giường;;;;;;;;;;;;;;;;;
T211;Giường;;;;;;;;;;;;;;;;;
T212;Ghế;;;;;;;;;;;;;;;;;
T213;Giường;;;;;;;;;;;;;;;;;
T214;Giường;;;;;;;;;;;;;;;;;
T215;Giường;;;;;;;;;;;;;;;;;
T216;Limousine;;;;;;;;;;;;;;;;;
T217;Limousine;;;;;;;;;;;;;;;;;
T218;Ghế;;;;;;;;;;;;;;;;;
T219;Ghế;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
